Id;BEER_Size(L);PROD_OriginalGravity;BEER_FinalGravity;BEER_AlcoholByVolume;BEER_IBU;BEER_Color;PROD_BoilSize;PROD_BoilTime;PROD_BoilGravity;PROD_Efficiency;PROD_MashThickness;PROD_SugarScale;PROD_BrewMethod;PROD_PitchRate;PROD_PrimaryTemp;PROD_ExcessGravity;Style
21957;12.3;1.054;1.01;5.69;51.71;8.56;17.03;?;1.039;70;?;?;BIAB;?;?;60.54;American IPA
21960;24.61;1.058;1.014;5.86;40.12;8;32.18;70;1.045;83;?;0;All Grain;1;20;60.58;American Pale Ale
21961;20.82;1.05;1.012;5.06;33.3;6.69;28.39;60;1.037;70;1.5;0;All Grain;0.75;18.33;60.5;American Pale Ale
21963;22;1.054;1.013;?;139.13;5.14;28.5;60;1.042;70;?;0;BIAB;0.75;18;60.54;American Pale Ale
21964;45.42;1.068;1.01;7.71;76.44;4.64;53;90;1.059;80;?;?;All Grain;1;16.67;60.68;American IPA
21966;17;1.061;1.019;?;42.07;14.69;20;-1;1.052;80;3;0;All Grain;0.35;20;60.61;American IPA
21968;20.82;1.067;?;7.16;89.96;4.71;13.25;60;1.106;35;?;0;extract;0.35;20;60.67;American IPA
21969;18.93;1.057;1.012;5.85;?;9.03;11.36;60;1.095;35;?;0;extract;0.75;18.33;60.57;American Pale Ale
21971;8;1.051;1.01;5.41;49.98;9.85;?;60;1.046;60;3;0;All Grain;?;17;60.51;American IPA
21972;20.82;1.068;?;7.22;-1;6.51;28.39;60;1.05;?;1.5;0;All Grain;?;?;60.68;American IPA
21974;23;1.053;?;5.47;92.22;9.11;30.5;75;1.04;70;?;0;All Grain;0.35;18;60.53;American Pale Ale
21976;25;1.062;1.015;6.11;55.41;6.95;31;60;1.05;65;3;0;All Grain;0.75;18.5;60.62;American IPA
21980;5;1.052;1.013;5.08;37.9;7.33;10;60;1.026;60;?;0;BIAB;?;?;60.52;American Pale Ale
21981;13.25;1.053;1.011;5.52;86.14;4.21;18.93;60;1.037;?;?;0;BIAB;0.35;18.89;60.53;American Pale Ale
21986;1135.62;1.061;1.017;5.8;54.86;30;?;-1;1.06;78;1.5;0;All Grain;0.75;20;60.61;American IPA
21988;20.82;1.065;1.014;6.59;?;6.03;28.39;60;1.047;68;1.3;0;All Grain;0.75;21.11;60.65;American IPA
21989;20;1.049;1.012;4.88;27.25;5.4;28.6;-1;?;70;2.9;0;All Grain;?;18;60.49;American IPA
21992;20.82;1.065;1.016;6.5;-1;5.63;28.39;60;1.048;78;1.5;0;All Grain;1;18.89;60.65;American IPA
21993;18.93;1.083;1.018;8.57;237.3;6.29;28.39;90;1.055;70;?;?;BIAB;?;20;60.83;American IPA
21994;23;?;1.011;5.93;56.71;7.05;28;75;1.046;70;2.5;?;All Grain;?;?;?;American Pale Ale
21995;50;1.061;1.016;5.9;29.24;7.07;?;60;1.056;74;2.8;0;All Grain;?;19;60.61;American Pale Ale
21997;23;1.061;?;6.2;60.51;9.19;29;90;?;75;?;0;BIAB;?;19;60.61;American IPA
21999;20.82;1.083;1.016;8.78;171.31;6.45;28.39;60;1.061;70;1.25;0;All Grain;0.35;21.11;60.83;American IPA
22000;18.93;1.059;1.013;5.94;59.11;10.29;28.39;60;1.039;65;1.5;?;All Grain;?;21.11;60.59;American IPA
22002;20.82;1.057;1.011;6.03;73.65;6.07;11.36;60;1.104;35;?;0;extract;0.35;21.11;60.57;American IPA
22005;24.61;1.068;1.008;8.16;41.15;3.87;28.39;60;1.059;78;1.5;?;All Grain;0.75;23.89;60.68;American IPA
22006;30.28;1.058;1.015;5.63;43.6;8.95;28.39;-1;1.062;70;1.5;0;All Grain;?;21.11;60.58;American Pale Ale
22008;22.71;1.063;1.017;6.03;37.6;9.56;27.44;30;1.052;75;2;0;All Grain;0.75;18.33;60.63;American IPA
22009;13;1.054;1.014;5.33;37.45;6.73;?;60;1.044;?;4;0;All Grain;?;?;60.54;American Pale Ale
22011;4;1.053;1.009;5.72;?;9.66;6;70;1.035;75;3.1;0;All Grain;0.5;22;60.53;American IPA
22013;2300;1.052;1.01;5.49;53.08;8.12;2450;-1;1.048;75;2.9;0;All Grain;0.5;21;60.52;American Pale Ale
22014;22;?;1.012;5.09;40.54;11.15;15;60;1.016;75;?;0;Partial Mash;?;?;?;American Pale Ale
22015;20.82;1.051;1.01;5.47;63.31;7.51;22.71;60;1.047;70;1.5;0;All Grain;0.35;20;60.51;American IPA
22016;20;1.047;1.008;5.14;34.73;9;27;60;1.035;75;3;0;All Grain;?;18;60.47;American Pale Ale
22021;18.93;1.058;1.016;5.51;87.38;10.11;18.93;60;1.058;35;?;0;extract;0.5;20;60.58;American IPA
22022;18.93;1.05;1.013;4.97;39.38;9.01;28.39;60;1.034;51;?;0;BIAB;0.5;25.56;60.5;American Pale Ale
22025;21.58;1.068;1.015;7.17;40.95;7.26;24.61;60;1.059;?;1.5;0;All Grain;?;20;60.68;American IPA
22027;20.82;1.054;?;5.6;-1;3.82;27.94;60;1.041;73;?;0;BIAB;0.75;19.44;60.54;American Pale Ale
22028;18.93;1.046;?;4.63;20.59;6.34;26.5;60;?;54;1.5;0;All Grain;0.75;20.56;60.46;American Pale Ale
22029;19;1.06;1.01;6.54;66.61;8.29;22;60;1.052;60;2.5;0;All Grain;1;18;60.6;American IPA
22034;21;1.058;1.011;6.28;38.05;6.06;28.5;60;1.043;70;3;0;?;0.5;19;60.58;American Pale Ale
22037;20.82;1.067;1.016;6.77;105.15;13.02;22.71;60;1.062;35;?;?;extract;0.35;?;60.67;American IPA
22039;18.93;1.058;1.014;5.79;31.73;-1;28.39;90;1.039;72;1.5;0;All Grain;0.35;17.78;60.58;American IPA
22040;19.87;1.048;1.013;4.53;34.61;6.87;18.93;60;1.05;35;?;0;extract;0.75;21.11;60.48;American Pale Ale
22041;18.93;1.049;1.013;4.79;46.35;8.57;11.36;60;?;75;?;?;extract;?;?;60.49;American Pale Ale
22042;25;1.053;1.011;5.56;36.11;5.57;28;60;1.047;72;?;0;All Grain;?;18;60.53;American Pale Ale
22044;45.42;1.059;1.013;5.96;99.57;?;53;60;1.05;80;?;0;BIAB;?;17.22;60.59;American IPA
22045;11.36;1.055;1.014;5.41;56.37;8.94;20.82;60;1.03;60;?;0;BIAB;?;?;60.55;American Pale Ale
22046;45.42;1.056;1.007;6.49;43.25;3.73;58.67;90;1.043;74;1.5;0;?;?;20;60.56;American IPA
22047;18.93;1.075;1.019;7.37;77.75;6.46;22.71;60;1.062;35;?;0;extract;?;17.78;60.75;American IPA
22049;9.46;1.05;1.008;5.62;49.19;3.17;4.73;60;1.101;35;?;0;extract;?;20;60.5;American Pale Ale
22050;20.82;1.063;1.016;6.19;56.76;10;28.39;60;1.046;75;?;0;All Grain;?;?;60.63;American IPA
22051;19.87;1.061;1.008;6.92;48.4;10.53;28.39;90;?;60;?;0;All Grain;1;20;60.61;American IPA
22052;20.82;1.056;1.011;5.97;?;18.91;28.39;60;1.041;65;1.5;0;All Grain;1;12.22;60.56;American IPA
22054;20.82;1.061;1.011;6.57;138.94;6.04;28.39;60;1.045;65;1.25;0;All Grain;0.35;?;60.61;American IPA
22055;17.5;1.07;1.019;6.57;43.07;7.46;21;70;1.058;75;2.5;0;All Grain;?;18;60.7;American Pale Ale
22057;18.93;1.087;1.024;8.23;0;8.47;28.39;105;1.058;65;1.2;0;All Grain;1;21.67;60.87;American IPA
22058;20.82;1.056;1.013;5.72;38.73;6.37;31.23;90;1.038;73;1.5;0;All Grain;0.5;18.89;60.56;American Pale Ale
22059;41.64;1.061;?;6.39;57.08;?;53;60;?;75;1.3;0;All Grain;0.75;18.33;60.61;American IPA
22061;22.71;1.065;1.015;6.58;57.33;6.4;28.77;75;1.051;75;?;0;BIAB;0.75;20;60.65;American IPA
22067;20;1.075;1.024;6.57;62.51;4.49;23;90;1.065;70;?;0;BIAB;?;18;60.75;American IPA
22069;22;1.069;1.011;7.5;64.98;10.88;32;60;?;?;?;0;BIAB;?;18;60.69;American IPA
22072;22.71;1.049;1.01;5.09;36.33;6.93;29.34;-1;1.038;80;1.5;0;All Grain;0.75;20;60.49;American Pale Ale
22074;18.93;1.072;1.018;7.03;32.99;6.2;22.33;60;1.061;79;1.5;0;All Grain;?;?;60.72;American IPA
22076;30;?;1.009;?;16.32;6.43;35;60;1.044;?;2.7;0;All Grain;0.35;18;?;American Pale Ale
22077;20.82;1.052;1.012;5.18;66.31;8.71;11.36;60;1.095;75;?;0;extract;?;20;60.52;American IPA
22078;20.82;1.082;1.021;7.94;72.4;8.03;?;?;1.06;35;1.5;?;All Grain;?;?;60.82;American IPA
22079;5;1.056;1.017;5.1;29.05;5.43;8.5;70;?;80;3.5;0;All Grain;?;?;60.56;American IPA
22082;22;1.058;1.01;6.35;59.35;10.29;28.5;60;1.045;56;3.2;?;All Grain;?;20;60.58;American IPA
22084;45;1.057;1.01;6.21;?;11.86;50;60;1.051;?;?;0;?;?;?;60.57;American IPA
22087;23;1.056;1.009;6.12;52.76;6.7;26.5;?;1.049;80;?;0;BIAB;?;16;60.56;American IPA
22088;19.87;1.064;1.016;?;71.43;9.94;31.23;60;?;65;1.5;0;All Grain;?;?;60.64;American IPA
22089;75;?;1.011;6.92;43.74;12.74;86;60;1.055;57;2.5;0;All Grain;0.75;19;?;American IPA
22090;20.82;1.052;1.014;4.91;91.52;9.56;26.5;60;1.041;70;1.6;0;All Grain;0.35;21.11;60.52;American IPA
22091;3.41;1.058;1.011;6.16;20.43;7.51;7.19;60;1.027;70;?;0;BIAB;0.5;18.33;60.58;American Pale Ale
22093;19.87;1.061;1.014;6.13;38.42;10.49;28.39;60;1.042;66;1.25;0;All Grain;?;20;60.61;American Pale Ale
22094;21;1.074;1.018;7.42;68.08;-1;31;90;1.046;68;3;0;All Grain;?;18;60.74;American IPA
22095;45.42;1.07;1.015;7.12;?;4.5;28.39;60;1.112;65;1.2;0;?;0.75;18.89;60.7;American IPA
22096;22.71;1.052;1.013;5.17;170.09;5.08;30.28;60;1.039;67;1.5;0;All Grain;0.75;20;60.52;American IPA
22098;18.93;1.046;1.008;5.05;79.78;11.65;?;?;1.046;70;?;0;BIAB;?;20;60.46;American IPA
22099;100;1.054;1.01;5.8;44.78;3.84;105;60;1.051;70;2.8;0;All Grain;?;19;60.54;American IPA
22100;20.82;1.064;1.014;6.65;70.35;?;24.61;-1;1.054;72;2;0;All Grain;?;17.78;60.64;American IPA
22102;20.82;1.056;1.009;6.07;29.12;6.13;28.39;60;1.041;70;1.5;0;?;0.35;20;60.56;American Pale Ale
22103;18.93;?;1.015;4.9;47.27;11.69;?;60;?;70;?;0;extract;?;?;?;American IPA
22106;18.93;1.051;1.01;5.45;54.51;4.49;11.36;60;1.085;25;?;0;extract;0.35;18.89;60.51;American Pale Ale
22112;20.82;1.072;1.02;6.8;46.18;?;28.39;60;1.053;83;1.25;0;All Grain;0.35;21.11;60.72;American Pale Ale
22114;20.82;1.068;1.014;6.97;62.04;7.02;28.39;60;1.05;70;?;0;BIAB;0.35;19.44;60.68;American IPA
22115;22.71;1.076;1.018;7.66;119.04;7.66;?;60;?;70;?;0;All Grain;?;20.56;60.76;American IPA
22116;24;1.063;1.013;6.59;24.48;6.09;26;30;1.058;75;?;0;BIAB;0.35;17;60.63;American IPA
22117;21;1.052;1.008;5.76;11.29;4.28;11;-1;1.099;35;?;0;extract;?;20;60.52;American Pale Ale
22119;46;14.181;3.17623;5.93;41.19;7.16;55;90;12;73;3.2;1;All Grain;1;18;191.81;American Pale Ale
22124;20.82;1.064;1.016;6.31;40.14;?;28.39;60;1.047;75;?;0;BIAB;?;20;60.64;American IPA
22126;23;1.054;1.013;5.44;43.75;7.2;28;70;1.045;77;3.5;0;?;1;18;60.54;American IPA
22128;19;1.058;1.015;5.72;30.64;4.53;21;60;1.053;72;3;0;All Grain;?;?;60.58;American Pale Ale
22129;19;1.076;1.018;7.61;99.62;8.48;28.4;60;1.051;70;3;0;All Grain;0.75;18;60.76;American IPA
22130;20.82;1.048;?;5.24;56.85;5.09;28.39;60;1.035;65;1.25;0;All Grain;?;?;60.48;American Pale Ale
22132;18.93;1.067;1.016;6.66;60.18;7.71;26.5;45;1.048;70;?;0;All Grain;?;?;60.67;American IPA
22134;23;1.065;?;7.49;88.49;5.11;28.5;60;1.047;72;3;0;All Grain;?;15;60.65;American IPA
22135;25;1.046;1.008;5.07;33.11;8.08;20;70;1.058;80;3;0;?;1;22;60.46;American Pale Ale
22138;18.93;1.047;1.008;5.03;44.49;7.34;23.96;60;1.037;63;1.2;0;All Grain;0.75;?;60.47;American IPA
22139;18.93;1.072;1.019;6.98;?;11.81;11.36;60;1.12;35;?;0;extract;0.5;?;60.72;American IPA
22141;20.44;1.066;1.015;6.71;35.78;-1;26.12;60;1.052;70;?;0;BIAB;?;18.33;60.66;American Pale Ale
22145;20.82;1.065;1.017;6.3;87.83;9.99;28.39;60;1.047;?;1.5;0;All Grain;0.75;22.22;60.65;American IPA
22146;20.82;1.059;1.014;5.84;65.66;10.94;?;60;1.046;70;1.5;0;All Grain;0.35;20;60.59;American IPA
22147;47.32;1.075;?;7.54;76.5;8.61;53;60;1.067;84;1.5;0;All Grain;1;18.89;60.75;American IPA
22148;20.82;1.08;1.025;7.2;17.24;6.74;28.39;60;1.059;80;1.5;?;All Grain;1.5;18.89;60.8;American Pale Ale
22150;20.82;1.058;1.01;6.28;-1;7.88;28.39;60;1.043;72;1.55;0;All Grain;0.75;20.56;60.58;American IPA
22151;23;1.065;1.016;6.37;53.85;4.71;32;60;1.047;68;?;0;BIAB;?;?;60.65;American IPA
22152;20.82;1.063;1.016;6.18;55.16;8.54;28.39;60;1.046;70;1.25;0;All Grain;?;?;60.63;American Pale Ale
22154;18.93;1.071;1.027;5.8;42.84;5.26;24.61;90;1.055;70;0.8;?;All Grain;?;?;60.71;American IPA
22158;9;1.056;1.01;6.05;42.75;9;10;60;1.051;70;5;0;All Grain;0.5;20;60.56;American IPA
22159;20.82;?;1.015;5.35;35.02;5.86;24.61;60;1.048;75;1.5;0;All Grain;0.5;20;?;American IPA
22160;25;1.047;1.013;4.5;42.69;5.89;28.5;60;1.042;75;3.75;0;All Grain;0.5;?;60.47;American Pale Ale
22162;7.95;1.046;?;4.94;47.64;5.96;5.68;60;1.065;35;?;0;extract;?;?;60.46;American Pale Ale
22163;18.93;1.072;?;7.31;?;8.72;24.61;60;1.055;70;?;0;BIAB;1;17.78;60.72;American IPA
22168;18.93;1.065;1.016;6.43;-1;11.51;28.39;60;?;70;1.5;0;All Grain;?;20;60.65;American IPA
22169;16.09;1.039;1.011;3.7;34.07;8.52;21.29;60;?;70;?;0;BIAB;?;?;60.39;American Pale Ale
22171;24;1.059;1.015;5.78;65.97;4.55;27.7;60;1.051;86;3.35;0;All Grain;0.75;20;60.59;American Pale Ale
22172;7.57;1.056;1.01;6.04;39.94;7.02;10.41;60;1.041;70;?;0;?;0.35;17.78;60.56;American Pale Ale
22177;20.82;?;1.016;7.66;40.91;11.83;28.39;60;1.054;70;?;0;BIAB;?;20.56;?;American IPA
22180;18.93;1.05;?;5.32;-1;4.68;11.36;60;1.043;?;?;0;?;0.35;23.89;60.5;American IPA
22181;40;1.071;1.013;7.53;103.36;9.04;52;60;1.054;75;3;0;All Grain;?;20;60.71;American IPA
22182;22;1.063;1.01;6.87;46.81;10.66;24;60;1.058;65;?;0;BIAB;?;20;60.63;American IPA
22184;27;1.045;1.009;4.82;28;4;15;60;1.082;35;?;0;extract;?;?;60.45;American Pale Ale
22187;20.82;1.083;1.023;7.91;105.34;-1;30.28;60;1.057;75;1.5;?;All Grain;0.5;21.11;60.83;American IPA
22189;45.42;1.074;1.013;8.05;95.5;5.23;56.78;60;1.059;77.81;1.3;0;?;?;?;60.74;American IPA
22190;22.71;1.043;1.01;4.31;65.84;6.36;30.28;60;1.032;70;1.5;0;All Grain;0.5;20;60.43;American IPA
22191;21.58;1.061;1.012;6.49;42.88;4.59;18.93;30;1.07;35;?;0;extract;?;?;60.61;American IPA
22192;14;13.3092;3.45049;5.3;51.63;-1;18;60;10.5;75;?;1;BIAB;0.75;19;183.092;American Pale Ale
22194;40;13.0718;2.41304;?;34.66;16.83;55;60;9.6;75;3;1;All Grain;?;20;180.718;American Pale Ale
22196;28;1.037;1.005;4.23;9.28;3.19;11;20;1.095;70;?;0;extract;?;24;60.37;American Pale Ale
22197;18.93;1.058;1.011;6.2;65.35;9.25;9.46;60;1.117;35;?;0;extract;1;21.11;60.58;American Pale Ale
22199;10.5;1.071;1.012;7.77;81.52;4.24;18;60;1.042;75;?;0;?;?;?;60.71;American IPA
22202;41.64;1.065;1.015;6.49;84.09;6.11;49.21;60;1.055;80;1.25;0;All Grain;0.75;20;60.65;American IPA
22203;18.93;1.083;1.02;8.34;89.56;-1;26.5;60;1.059;70;1.5;0;All Grain;0.35;21.11;60.83;American IPA
22205;24;?;1.012;5.92;144.53;5.15;30;60;1.046;75;?;0;All Grain;?;19;?;American IPA
22206;21;1.069;1.014;7.31;40.35;6.13;27;80;1.054;71;4;0;All Grain;?;20;60.69;American Pale Ale
22207;20;1.043;1.008;4.63;30.59;11.45;26;?;1.033;60;3.1;0;All Grain;0.75;18;60.43;American Pale Ale
22210;42;1.055;1.014;5.41;50.36;6.5;42;60;1.055;68;3;0;All Grain;?;?;60.55;American Pale Ale
22216;20.82;1.052;1.012;5.22;45.27;6.71;24.61;60;1.044;60;1.25;0;All Grain;0.35;20;60.52;American Pale Ale
22219;20.82;1.067;1.019;6.35;50.24;8.69;26.5;60;1.053;70;?;0;BIAB;0.35;18.33;60.67;American IPA
22220;20.82;1.06;1.015;5.86;53.13;4.28;24.61;60;1.051;75;1.25;0;All Grain;?;-17.78;60.6;American Pale Ale
22221;21;1.048;1.009;5.13;59.91;?;28;90;1.036;60;?;0;All Grain;?;20;60.48;American IPA
22222;100;1.066;1.017;6.41;21.08;4.19;100;60;1.066;75;50;0;All Grain;0.35;17;60.66;American Pale Ale
22224;75.71;1.061;1.01;6.71;27.93;7.11;90.85;60;1.051;70;1.25;0;All Grain;?;20;60.61;American IPA
22225;22;1.054;1.009;5.88;47.84;8.79;28.5;60;1.042;70;3;0;All Grain;?;?;60.54;American Pale Ale
22226;19.87;1.058;1.013;5.84;47.82;5.56;?;60;1.048;70;1.5;0;All Grain;?;18.33;60.58;American Pale Ale
22228;23;1.044;1.009;4.65;25.62;3.82;27;90;1.038;60;?;0;BIAB;?;19;60.44;American Pale Ale
22230;435.32;1.061;1.01;6.61;77.69;4.87;492.1;60;1.054;76;1.25;0;All Grain;?;20;60.61;American IPA
22234;13.25;1.051;1.011;5.28;47.71;?;17.03;60;1.039;80;1.25;0;All Grain;1.25;17.78;60.51;American Pale Ale
22235;47;1.042;1.01;4.2;36.38;3.48;55;60;1.036;69;5;0;All Grain;0.75;20;60.42;American Pale Ale
22236;18.93;1.052;?;5.55;62.5;8.02;11.36;60;1.087;?;?;0;extract;0.35;21.11;60.52;American IPA
22237;25;1.056;1.01;6.12;38.07;10.74;28.5;-1;1.049;65;3;0;All Grain;?;18;60.56;American Pale Ale
22238;37.85;1.063;1.015;6.33;68.38;12.49;?;60;1.05;70;1.25;0;All Grain;1;20;60.63;American IPA
22240;11.36;1.079;1.025;7;47.65;9.85;?;-1;1.059;71;1.5;0;All Grain;?;?;60.79;American IPA
22241;40.69;1.07;?;7.2;?;5.01;51.1;90;1.056;75;?;0;All Grain;0.75;20;60.7;American IPA
22242;20.82;1.084;1.02;?;-1;7.76;24.61;60;1.071;35;?;0;?;?;20;60.84;American IPA
22243;19.87;1.07;1.015;7.23;103.52;34.35;27.44;60;?;77.5;?;0;All Grain;?;?;60.7;American IPA
22247;18.93;1.072;1.018;7.06;0;8.2;15.14;60;?;75;?;0;extract;?;?;60.72;American IPA
22248;15;1.05;?;5.52;27.32;3.53;19.5;90;1.039;70;?;0;BIAB;?;18;60.5;American Pale Ale
22249;40;1.064;1.012;6.87;53.86;9.32;43;60;1.06;75;25;0;All Grain;2;21;60.64;American IPA
22250;26.75;1.047;1.008;5.17;37.19;5.63;35;70;1.036;72;?;0;BIAB;0.75;18;60.47;American Pale Ale
22252;37.85;1.066;1.007;7.84;46.84;11.77;49.21;60;1.051;73;1.15;0;All Grain;?;?;60.66;American IPA
22253;20.82;1.066;1.013;7.01;-1;10.13;24.61;60;1.056;35;?;0;?;?;23.33;60.66;American IPA
22254;23;1.057;1.011;5.98;75.44;4.58;11;60;1.023;55;?;0;?;?;18;60.57;American IPA
22259;11.36;1.072;1.017;7.22;83.94;5.49;15.14;?;1.054;70;1.5;0;All Grain;1;18.89;60.72;American IPA
22264;10;1.047;1.01;4.84;48.32;11.42;12.5;60;?;60;?;0;BIAB;?;18;60.47;American Pale Ale
22268;18.93;1.055;1.011;5.88;62.74;7.22;9.46;60;1.111;50;?;0;extract;?;20;60.55;American Pale Ale
22271;6;1.052;1.012;5.24;23.2;8.3;7.26;90;?;75;?;0;All Grain;?;?;60.52;American Pale Ale
22272;18.93;1.061;1.014;6.11;43.99;17.61;25.55;60;1.046;65;1.5;0;All Grain;?;?;60.61;American IPA
22273;18.93;1.054;1.014;5.32;27.23;6.14;23.09;60;1.044;65;1.5;0;All Grain;?;?;60.54;American Pale Ale
22278;50;1.059;1.016;5.56;27.6;7.94;55;60;1.054;80;3;0;All Grain;?;18;60.59;American Pale Ale
22279;20;1.05;1.011;5.17;47.81;-1;25.9;60;1.039;75;?;0;All Grain;1;19.4;60.5;American Pale Ale
22280;20.82;1.056;1.014;5.54;60.36;6.37;11.36;-1;1.102;35;?;?;extract;?;18.33;60.56;American IPA
22281;55;1.051;1.009;5.51;50.95;6.38;69;60;1.041;80;2.5;0;All Grain;0.75;18;60.51;American Pale Ale
22283;7.57;1.067;1.014;6.96;55.13;10.23;12.68;60;1.04;75;2;0;All Grain;?;?;60.67;American IPA
22285;20;1.051;1.01;5.37;38.43;13.57;28;60;1.036;65;3;0;All Grain;?;21;60.51;American Pale Ale
22286;19.87;1.062;1.015;6.05;80.97;35.49;23.66;60;1.052;75;?;0;All Grain;0.35;21.11;60.62;American IPA
22288;20.82;1.039;1.008;4.11;49.26;?;15.14;60;1.054;82;?;?;?;0.5;18.33;60.39;American Pale Ale
22289;21.5;1.061;1.011;6.55;85.53;7.86;26;60;1.05;78;?;0;BIAB;?;17;60.61;American IPA
22290;10;1.051;?;?;65.38;8.27;15;60;1.034;60;3;0;All Grain;?;27;60.51;American Pale Ale
22294;45.42;1.048;1.009;5.19;38.6;7.98;54.89;90;1.04;80;1.5;0;All Grain;?;15.56;60.48;American Pale Ale
22295;20;1.059;1.015;5.82;47.13;8.25;28.5;70;1.041;70;3;0;?;?;?;60.59;American IPA
22297;10;1.076;1.015;7.97;92.81;7.04;10;60;1.076;75;2;0;All Grain;0.75;20;60.76;American IPA
22298;22.71;1.061;1.014;6.14;53.2;5.33;30.28;60;1.045;80;?;0;BIAB;?;?;60.61;American IPA
22299;11;1.068;1.019;6.46;?;?;14;60;?;35;?;0;Partial Mash;0.75;25;60.68;American IPA
22300;41.64;1.065;1.01;7.26;81.13;?;53;60;1.051;?;1.5;0;All Grain;0.5;?;60.65;American IPA
22301;1173.48;1.076;1.014;8.03;34.57;5.01;1290.83;90;1.069;78;1.5;0;All Grain;?;?;60.76;American IPA
22304;11.36;1.065;1.015;6.53;61.97;7.24;11.36;60;1.065;35;?;?;extract;?;18.33;60.65;American IPA
22305;17.03;1.065;1.016;6.39;70.58;4.9;22.71;75;1.049;66;1.2;0;All Grain;0.35;20;60.65;American IPA
22306;18.93;1.056;1.014;5.5;31.81;16.09;11.36;?;1.093;?;?;0;extract;0.5;20;60.56;American Pale Ale
22307;26;1.063;1.011;6.86;103.47;11.27;31;60;1.053;70;2.5;0;All Grain;0.5;19;60.63;American IPA
22308;22.7;1.056;1.013;5.66;37.29;7.59;26.5;60;1.048;70;?;0;Partial Mash;0.75;19;60.56;American Pale Ale
22309;20.82;1.048;1.009;5.1;?;7.5;15.14;60;1.066;35;?;0;extract;?;21.11;60.48;American IPA
22310;20.82;1.06;1.019;5.29;54.26;10.76;41.64;90;1.03;75;?;0;?;0.5;20;60.6;American IPA
22311;41.64;1.058;1.011;6.17;65.33;4.86;?;60;1.045;74;1.3;0;All Grain;?;?;60.58;American IPA
22312;20.82;1.055;1.01;5.95;47.5;10.82;32.18;60;1.036;75;1.45;0;All Grain;1;17.78;60.55;American Pale Ale
22313;45.42;1.067;1.011;7.33;51.79;8.91;?;90;1.062;70;1.2;0;All Grain;?;17.78;60.67;American IPA
22315;70;1.056;1.019;4.82;8.88;4.96;78;60;1.05;75;2.5;0;All Grain;?;19;60.56;American Pale Ale
22319;17;1.054;1.01;5.76;?;10.55;20;60;1.013;73;3;0;All Grain;0.35;15;60.54;American Pale Ale
22320;20.82;1.038;1.002;4.69;24.69;4.78;26.5;?;1.03;68;1.5;0;All Grain;0.75;?;60.38;American Pale Ale
22321;41.64;1.062;1.013;6.43;82.88;6.3;53;60;1.049;68;1.25;0;All Grain;?;?;60.62;American IPA
22323;11.36;1.054;1.015;5.12;62.31;13.88;7.57;60;1.081;35;?;?;extract;0.35;20;60.54;American IPA
22324;20.82;1.06;1.014;5.97;35.92;10.71;28.39;-1;1.044;70;1.5;0;All Grain;?;?;60.6;American Pale Ale
22325;20.82;1.066;1.013;7.01;49.07;4.24;28.39;60;1.048;70;1.5;0;All Grain;?;18.33;60.66;American IPA
22327;20.82;1.062;1.011;6.7;60.05;9.52;32.18;60;1.04;75;1.5;0;All Grain;0.35;21.11;60.62;American IPA
22329;41.64;1.058;1.016;5.53;144.35;?;43.53;60;?;70;?;0;All Grain;?;18.33;60.58;American IPA
22332;8;1.044;1.008;4.64;62.35;44.72;11;60;1.032;35;?;0;BIAB;0.75;20;60.44;American IPA
22333;22;1.047;1.009;5.03;52.21;5.23;27;60;1.039;75;?;0;All Grain;0.35;?;60.47;American Pale Ale
22334;28.01;1.053;1.006;6.24;47.67;3.46;31.31;60;1.048;76;2.8;0;All Grain;?;?;60.53;American IPA
22338;24;1.067;1.019;6.34;63.02;-1;32;90;1.05;73;?;0;Partial Mash;?;?;60.67;American IPA
22342;20.82;1.074;1.016;7.97;52.38;8.65;26.5;60;1.058;75;1.5;0;All Grain;0.5;20;60.74;American IPA
22344;10.5;1.053;1.009;?;62.81;8.67;17;60;1.033;70;?;0;BIAB;?;19;60.53;American Pale Ale
22345;23;1.058;1.012;6.06;38.18;5.42;27;-1;1.05;?;3;0;?;0.35;20;60.58;American Pale Ale
22348;20;1.046;1.008;5.05;15.61;4.63;25;60;1.037;70;?;0;?;0.75;?;60.46;American Pale Ale
22350;18.93;1.057;1.016;5.36;70.56;?;9.46;60;1.114;35;?;?;extract;?;22.22;60.57;American IPA
22352;9.46;1.074;1.021;7;55.75;4.57;14.2;60;1.05;75;?;0;BIAB;?;18.33;60.74;American IPA
22353;11.36;?;?;5.59;120.01;6.07;17.03;60;1.039;72;?;0;BIAB;0.5;?;?;American IPA
22355;18.93;1.064;1.017;?;240.8;10.05;26.5;60;?;70;1.5;0;All Grain;?;18.89;60.64;American IPA
22356;20;1.067;1.013;7.15;0;6.53;28.5;90;1.047;80;3;0;All Grain;0.35;18;60.67;American IPA
22357;40;1.055;1.015;5.23;50.1;?;48;90;1.046;55;2.7;0;All Grain;0.5;20;60.55;American Pale Ale
22359;23;1.056;1.01;6.07;47.53;5.69;28.5;60;1.046;75;2.5;0;All Grain;0.35;20;60.56;American IPA
22361;23;1.056;1.01;6.13;32.53;12.09;33;90;1.039;75;3;0;All Grain;?;?;60.56;American Pale Ale
22362;23;1.059;1.014;5.87;67.12;4.55;28;60;1.048;65;3.2;0;All Grain;0.35;18;60.59;American IPA
